guid,description,typology
1e6a0228-9b4e-4a0b-ba8c-a7bc65b0a6e8,Этюд двух сидящих фигур (усл.),графика
745fbd9a-ab6a-4314-aba2-01e8f4cfa326,"Плакат. ""Тайны спичечного коробка"". Красноярск, Красноярский государственный театр юного зрителя",документы
f9f790a4-3050-4ab0-9df7-2b5ad55056b2,"Афиша сводная. Репертуар март 2003 г. ""Любовь... Любовь??? Любовь!!!"", ""Носорог и жирафа"", ""Заколдованный апельсин"", ""А так жить можно?.."", ""Привет из детства"", ""Великая война Рикки-Тикки-Тави"", ""Беда от нежного сердца"", ""Длинный язык"", ""Со сталью розу обвенчав"". Красноярск, Красноярский государственный театр юного зрителя",документы
3f181a2d-f3ff-4866-98a8-6b6cb690b124,"Программа. ""Автобус"". Челябинск, Челябинский государственный театр драмы им. С.М. Цвиллинга",документы
9b3442f5-5664-46ed-aa51-0ba01c669f60,"Афиша сводная с исполнителями. ""Мачеха"", ""Лес"", ""Суворов"", ""Коварство и любовь"", ""В степях Украины"", ""Лгун"". Ленинград, Ленинградский государственный академический театр драмы имени А.С.Пушкина",документы
1f796fe5-fc02-4bed-a2c1-816243ee1206,"Афиша с исполнителями. ""Невольницы"". Москва, Московский областной драматический театр им. А.Н. Островского",документы
b4473f38-39ff-4571-89e3-7aa36d475996,Черепицы фрагменты,предметы археологии
23bfc01d-2ae3-4f06-af86-7cf797c37e5b,"Биография Данилова Аркадия Николаевича, участника Гражданской и Великой Отечественной войн, учителя.",документы
e4f3273e-4cd0-46bb-b009-eaa7428b9160,Государственный кредитный билет. Три рубля. 1905 год. ЭЕ 589193,предметы нумизматики
2b3eca3c-6f1f-4b12-975e-cb29b6fbd657,Орудие вкладышевое,предметы археологии
c29b3d26-465c-4213-83dc-9bae3a79faf9,Сосуда фрагмент,предметы археологии
b2531de4-d37b-4218-a0f2-d6c0ad9b19bf,"Документ. Библиографическая карточка Н.Ю. Ульянинского о ссылках на работы В.О. Ключевского в книгах В. Сергеевича ""Русские юридические древности. Т. 1"". СПб., 1890 и ""Древности русского права. Т. 3"". СПб., 1903",документы
28c80835-ff62-428d-b196-e3a04fbc331e,Бурок меховой детский с национальным орнаментом.,"предметы прикладного искусства, быта и этнографии"
f08f0124-779d-4c19-b256-066f9b2da5b8,Монета. Копейка Михаила Федоровича (1613-1645 гг.),предметы нумизматики
4c6648c0-ef06-4293-83ab-f5f5f0162da9,Фотография «Последний звонок» Школа № 9 г. Нерчинск,фотографии и негативы
eca32c09-91c1-445a-bdcb-8829d97f6e0c,"Фотография ""XIII районный праздник песни""",фотографии и негативы
a475b20c-f32c-4d52-a627-604aacb4c6c7,нитки мулине хлопчатобумажные желтого цвета,"предметы прикладного искусства, быта и этнографии"
a57a39ee-c50a-4a32-a885-d7b4ba87cbd9,Прошва (кружево к наволочке),"предметы прикладного искусства, быта и этнографии"
a3dcca89-b4d4-424d-a382-04b80ca10035,Фото. Агъ-дашь. Торговая площадь. Группа татар,фотографии и негативы
0b92586f-02f9-48d9-9307-71f9170e0766,Туфля дамская.,прочие
1a298e6b-41b5-49ef-aec5-f47a508cbaab,Удостоверение Кузнецова В.М.,документы
7da8e19a-16c5-4d7d-a971-a708851b1f22,Монета. Российская Федерация. Свердловская область.,предметы нумизматики
3d1d9c05-3f0c-4be0-9fbc-503f81452820,"Журнал ""Огонёк"" 1942 год",документы
a7544ba4-ad4a-4324-9ee3-681ad4cc866b,"Фото из фонда Ляпич И.Г., уч. ВОВ",документы
dcdbbc83-ee8f-4a38-b82f-88dee800672e,Ойнохои фрагмент,предметы археологии
aa0c2419-a04c-4cdc-980f-1e650b5f8128,Фото. Преподаватели Белебеевской медшколы с выпускниками. 1935 год.,фотографии и негативы
5e5f1eb7-e270-4924-b346-f2fe9f9d0dc7,"Фотография ""XVIII районный праздник песни, танца и музыки""",фотографии и негативы
10c3963e-9ca9-4c17-9450-4e96df2bc5ff,Туфля женская.,прочие
63aa153b-511e-46d2-a49d-ed4de2556e34,Штукатурки фрагмент,предметы археологии
f5d983ad-de7a-43a9-b1b4-a60bffee7f1c,Бита для игры в кости.,"предметы прикладного искусства, быта и этнографии"
9209a299-2ddd-44ea-8ebe-e09fadf2d33e,Кулон «Родничок»,"предметы прикладного искусства, быта и этнографии"
99a049e5-87cd-468c-b3ce-dba855b7ac25,Монета. Копейка Михаила Федоровича (1613-1645 гг.),предметы нумизматики
37a4aaa3-95c9-4640-aa69-01398ad052b1,Сумочка дамская.,прочие
3d2db636-9f3d-4872-9095-2b6ba0ea46af,"Фото. Поляков Сергей Ефимович, член КПСС с 1918 г.",фотографии и негативы
a4516054-c72e-453e-88f7-6e2d3878e767,Монета. 10 копеек 1915 г.,предметы нумизматики
c823eb82-7f2d-4c9b-8eb0-7fc3e5b5dd0b,"Оглавление. Иллюстрация к произведению Шолом-Алейхема ""Заколдованный портной""",графика
c0af1831-60b5-46a9-876f-7305b0b5f9eb,Письмо. Музгиз. Письмо к  А.Ф. Гедике. Авторзованная машинопись на бланке.,документы
91ad3773-19b1-4ce0-9ff1-60e834e5ae10,Туфля женская.,прочие
3b81f37d-b290-4340-a822-6e58bc18f322,Ботинок дамский.,прочие
b24dbe60-9a75-4905-8354-70820d983d55,"Статуэтка ""Сталевар"", подаренная администрации г. Мончегорска КГМК ко дню города, сентябрь 2006 г.",скульптура
f13e56eb-5e19-4db5-91f9-8fb24e05f87b,Наконечник стрелы,предметы археологии
8d3c99d8-d4c0-4da7-bafe-08427c4c186a,Миски фрагмент,предметы археологии
da6694bf-894f-489b-9e13-a770adaf7e4c,Туф эпидозитированого известняка,предметы минералогической коллекции
ce425199-4cc4-4727-9755-bde5c504e7ac,"Грамота почетная Жаболенко П.П., секретаря комитета ВЛКСМ шахты №1/2 Узловского района",прочие
0a8dbce9-63cf-4228-a59d-94e24fe41a29,Солонка пластиковая с зеленой крышкой (в виде ушата),прочие
4887ec02-623c-4394-b506-f2f499b216cc,Кварцевый отщеп,предметы археологии
bbcfdf30-d78b-496c-b51e-38c9272c3868,Сумка полевая Торкова Авенира Авенировича – участника ВОв.,прочие
4545f2b8-3ff0-4b69-a67f-0258b16ed7ad,Кувшина фрагмент,предметы археологии
26bb42dd-f2c9-4327-9098-b0e9be5b9103,"Фотография ""XXI районный праздник песни, танца и музыки Вельского района""",фотографии и негативы
6f4f3ff3-ee3a-44f7-9260-234099b19df0,Порфирит,предметы минералогической коллекции
a58b7f2f-0bf1-4c9c-8b44-0cf7cd10bdc4,Жаровни фрагмент,предметы археологии
fef8d571-bf99-4fd7-914d-35bcc816f8c8,Сосуда фрагмент.,предметы археологии
35268703-502f-4ea9-994a-153da809db87,Государственный кредитный билет 5 рублей.,предметы нумизматики
abf9fd69-8acd-4948-b769-bada48b6dc65,"Книга гражданской печати. Краткое историческое описание святаго града Иерусалима, относящееся к плану. / Перевод с голландскаго.",редкие книги
5f67e63b-7e4d-413d-9816-df61787e9d25,Грампластинка,прочие
26ece992-d452-43c7-b286-cedea099e37d,"Газета ""Кабардинская  правда"".",предметы печатной продукции
9c5c5ee1-8452-4b53-886f-023c03624127,Альбом № LIII c 559 образцами шелковых тканей с печатным узором и с 12 рисунками орнаментов для тканей. Образец ткани из альбома.,"предметы прикладного искусства, быта и этнографии"
1d5ec8d3-3986-4be0-837d-738f20af6532,Сошник,"предметы прикладного искусства, быта и этнографии"
bd070cee-7e20-4fa0-93b1-82f72c766aaa,Монета. 10 копеек 1911 г.,предметы нумизматики
38be8860-1f52-4db5-81b8-a1d0ae46d941,Туфля женская летняя.,прочие
57cffb9d-058e-4996-ae61-02d613039174,Сапог женский.,прочие
77c6f13c-659e-4d03-87b9-db63cbdfb0c4,"Газета ""Кабардинская  правда"".",предметы печатной продукции
a70f04c1-e256-4107-99d0-6ca4808a419f,Облигация третьего государственного внутреннего выигрышного займа индустриализации народного хозяйства Союза ССР. Беспроцентно-выигрышный вклад. Одна вторая облигации достоинством в 50 рублей на сумму 25 рублей.,предметы нумизматики
d6e0d575-c4f0-4709-ad82-0b82806d4db5,Ножа фрагмент,предметы археологии
bd8785f1-1d07-4b4e-b126-cbe49077dd71,"Книга гражданской печати. Полидор, сын Кадма и Бармонии.",редкие книги
ceb282ce-4616-4b53-8336-7ccfe1227ec8,"Открытка СССР. ""1917.Слава Октябрю"".",предметы печатной продукции
d14d9be7-b741-4542-8448-99da8ab67ca9,Чаша - пиала,"предметы прикладного искусства, быта и этнографии"
fa4455be-bddd-480c-b8ab-fa830dfa2356,Платье женское летнее.,прочие
90a5901f-6a1a-4e78-b703-61bdff8aca3e,Туфля дамская.,прочие
ad80d4a2-7243-4832-b38f-dc24a9790366,Сосуда фрагмент,предметы археологии
e23cb2cd-0fb0-4e63-91c7-01fa7d2506b1,"Документ. Удостоверение № 148 Гуляевой Веры Яковлевны о присвоении звания ""Почётный мастер лесной промышленности"" (с выдачей нагрудного знака) Постановлением коллегии Министерства лесной промышленности и президиума ЦК профсоюза рабочих лесной, бумажной и деревообрабатывающей промышленности № 72 от 14.06.1990 г.",документы
01da4182-c79c-41c6-bdf6-f54c48d5db25,"Газета ""Знамя Ленина"" № 138 (11781)  от 20 ноября 1990 г.",предметы печатной продукции
5822ffa7-4df7-4556-a4af-6f7dd8419721,"Значок ""Новая Ладога"", из серии городских гербов",предметы нумизматики
7926511b-5faf-4129-91a5-6db53063671a,Обоймица,предметы археологии
415f20c1-b788-4ea9-936e-9b879ca63e98,"Марка почтовая из серии ""Станции метро"".",предметы печатной продукции
a5888fff-fb8c-4e78-8a6d-88b0649738b5,Гильза. От патрона к винтовке системы Мосина. С мест боев в Северной Осетии у деревни Эльхотово,прочие
28724204-8e95-431b-9006-dcfb210e5f91,Монета. Российская Федерация. Ростовская область.,предметы нумизматики
4afcbf2b-d4fb-4c59-88dd-7b18caf37c5e,Амфоры фрагменты,предметы археологии
f06a5f8a-86d6-4efc-af7a-d96628f89dca,Крышка сахарницы розового стекла с металлической ручкой.,"предметы прикладного искусства, быта и этнографии"
dd8fd025-3037-4e19-aa1e-9ec4b2ba103a,"Ремень желтого цвета с бляхой овальной формы ( изобр. звезда, серп и молот, обрамленные лавровым венком). Ситникова В.Г.","предметы прикладного искусства, быта и этнографии"
dbb3d2a0-1332-4f1a-9472-c8b2229d9dfa,Документ. Фрагмент дневника Бусловой Татьяны Анатольевны (супруги А.А. Васильева) с 11.08.1938 по 24.10.1938,редкие книги
0c097c32-36ac-4b3e-8481-3a8478affc74,Книга кириллической печати. Евангелие.,редкие книги
2e5714f5-4449-4fa2-9113-832f3e50f4cf,Шляпа женская.,прочие
1d0d6cf3-558a-478a-9340-b6b34bcc288b,Сапог женский.,прочие
a1121cd4-adaa-468b-8b2e-b8de1a87a690,Оклад Богоматерь,"предметы прикладного искусства, быта и этнографии"
5791d2dc-a803-4b8c-87b0-2ec4c958cdd1,"Картина ""Опушка соснового бора""",живопись
5441b014-acdd-41df-bae3-268231bb55c6,"Книга гражданской печати. Начальныя основания вексельного права... - [М.]: Печ. при Имп. Моск. ун-те, 1768 [не ранее 1770]",редкие книги
4ce201bb-0f3e-450e-bee7-f7f7eb5da7f9,Плакат. Организуй работу по заготовке мочала бригадным методом /по разделенным процессам труда/. Этим увеличивается производительность труда и заработок артельщика.,предметы печатной продукции
0293645d-e957-4f0b-b1d3-9d881327f4cf,Документ. Выписка из приказа Министерства культуры № 382-п от 12.06.79 о предоставлении Синициной Ольге Владимировне права на выступление с сольными концертами,документы
1113b55c-e995-4b5e-a289-06d08afa5e0c,"Коврик ""Кругляш""","предметы прикладного искусства, быта и этнографии"
38d160a9-63fb-4d90-8dfd-eb05908945e9,Негатив. Владивосток. Празднование Великого Октября,фотографии и негативы
1b8df3e2-1c14-4e80-a425-ad76f0582ef1,Оклад Николай Чудотворец,"предметы прикладного искусства, быта и этнографии"
ee6b1c47-c69d-41cd-a80d-58af74cc5da9,Пороховница. Чукчи,"предметы прикладного искусства, быта и этнографии"
ba66ff32-bf8c-4ba3-8f94-594f2d9a0f36,Грамота почетная,документы
41266b9f-0238-47f5-81bd-53368e419129,Негатив. Владивосток. Рабочие Дальзавода на демонстрации,фотографии и негативы
d5c6a841-843a-439d-9c79-30394718887c,Значок нагрудный октябрятский.,предметы нумизматики
ad96ae8e-5593-4e28-907c-d1a1e088f828,Фрагмент ножа,предметы археологии
62a421c4-92fe-46a3-b22a-04128d4a0acc,Праздничная демонстрация трудящихся на пл. Революции.,фотографии и негативы
61871af5-c82e-44d5-930b-d74f711eb429,"Визитка: Скакунов Иван Григорьевич, начальник Птицепрома РСФСР. Москва, Орликов пер., д. 3-а. Тел. 228-45-53, 225-42-60",документы
dd3a8aad-7fbb-4fc3-87be-0d19135d5e05,"Негатив. Владивосток, о. Русский. Бывшая школа прапорщиков. Визит А.С. Лазо",фотографии и негативы
46946fbe-28d3-490e-bed9-3b6074288477,Негатив. Мемориальная доска на памятнике в месте открытия первого угля в Партизанском районе,фотографии и негативы
d621a16f-c9e7-45d4-8ee0-a047c6c40d4c,"Плакат мобилизационный с изображением часов и заголовком ""Время выбирать"", ""11 марта 2007 выборы депутатов Государственной Думы Ставропольского края четвертого созыва"". Ставрополь, 2007 г. Тираж 2667 экземпляров.",предметы печатной продукции
e1a69ef4-3916-4d81-8399-ba7686232a62,Негатив цветной. Пекарня ФХ-172. Замес теста. с.Эдиссия. 16.08.2002 г.,документы
fe2a3470-152a-47b4-a653-39d5965a80df,"Подшивка газет. Газета ""Красный Октябрь"" № 144 (17132) суббота 28 июля 1984 г.",предметы печатной продукции
e4db5e6b-ff5f-4719-999f-eb6afe289f03,"Документ. Приглашение Концедалову С.И. на открытие XXII Олимпиады в Москве, 1980 г.",документы
827822ea-2bf5-445b-81ad-309b521be753,"Шкаф карельской березы, двухстворчатый, с профилированным карнизом","предметы прикладного искусства, быта и этнографии"
a8f71b5d-39f9-421f-b259-a1b06ffbed1f,"Монета 50 рублей. Банк России, выпуск 1993 г. Санкт-Петербургский мд.",предметы нумизматики
9587b508-5ab0-4ccb-9086-095b2d64a875,Негатив. Открытие железнодорожного моста через р. Партизанскую на Восточный порт,фотографии и негативы
fc1fbb50-2175-4dd3-8c89-7a9059e5b5eb,"Подшивка газет. Газета ""Красный Октябрь"" № 152 (17140) четверг 9 августа 1984 г.",предметы печатной продукции
d21e0f12-57a0-44c2-8815-a445b45b3392,Шкатулка,"предметы прикладного искусства, быта и этнографии"
d160d500-5b09-4a6e-b23e-b807ba88344c,"Документ. Опытническая работа учащихся Уссурийского совхоз-техникума ""Влияние различных доз гербицида на урожайность сои""",документы
359a72fc-416d-41dd-abd4-1d37eefeb9fd,Осколок гранаты.,предметы археологии
bc1b4233-68c3-4a48-b3cb-5fd533634a0c,Негатив. Владивосток. Памятник К. Суханову,фотографии и негативы
9f8b0f31-3593-4c3a-89a8-f7b2f041b016,"Негатив. Совхоз ""Партизанский"". Бригадир молочно-товарной фермы Таисия Константиновна Тащиякина - коммунист, депутат ВС СССР",фотографии и негативы
ccde3bb8-8f66-4a2e-ab5a-3eb54235bb1b,"Платье женское из белого кримплена с короткими втачными рукавами, фигурным вырезом, отрезное, с широким поясом в талии.","предметы прикладного искусства, быта и этнографии"
6f88e8c0-a622-4bba-afe2-5d4e37fb5605,Документ. Книжка талонов на право получения бесплатного проездного билетав 1967-1971 гг.  Моисеенко Анны Антоновны,документы
332610fe-5305-4878-8121-fe2e0951a21b,"Негатив. Александр Федорович Пашенцев, ветеран Великой Отечественной войны",фотографии и негативы
6aea7e3a-04b1-487f-9712-f31347c0248c,Обувь игрушечная. Чукчи,"предметы прикладного искусства, быта и этнографии"
fc20ddef-d240-4d0d-96f5-3441eb62ad0a,"Документ. Письмо Бойко В.П. в редакцию газеты ""Красное знамя"" о школьной реформе",документы
3146b6df-7645-4ee4-a393-771b4cb59d32,Негатив. Партизанск (с. Мельники). Братская могила красных партизан,фотографии и негативы
148b2e5f-1f4a-462d-9840-c730f9dc9563,"Почётная грамота о награждении команды девушек 10""А"" класса,занявшей 1 место в общешкольных соревнованиях по волейболу.",документы
b8e2951e-f994-4e40-a1a7-922efbbfdfeb,Негатив. Владивосток. Памятник Борцам за власть Советов на Дальнем Востоке,фотографии и негативы
7eb92e24-9fed-48e0-a6c7-722ecca05a6b,"Негатив. Праздник улиц героев революции Суханова, Уборевича, Лазо",фотографии и негативы
8f47809a-c266-4356-88e1-73477beb471f,Негатив. ДВ институт искусств. Преподаватель Краснослав Зубравский на занятиях по работе на сцене с музыкой,фотографии и негативы
2fe2f07a-f07f-4ca7-b7c7-508f9a9a9098,Дензнак. 3 рубля. 1905 г.,прочие
27424888-b185-433a-8077-1f2fe616974b,Фотография. П.И.Кузнецов сопровождает космонавтов в Ленинграде.,фотографии и негативы
f193d55d-861b-4fe7-8b4f-c0e6c7cf41a9,Негатив. Дом старообрядца Денисова Филата Семеновича,фотографии и негативы
304fd55a-19a3-49af-a19d-eeba1c89ddeb,Выписка из постановления президиума Веневского Райисполкома,документы
6bcef8a7-ba96-4df6-9e17-ff41f74cb48a,"Негатив с контролькой. Санаторий ""Сад-город"". Пляж",фотографии и негативы
abe49785-5536-481d-aa4d-c9992d4aae2b,"Документ. Удостоверение Фалько Н.М., делегата 27 съезда КПСС",документы
05753fd8-5209-4994-9e26-c83de60a4360,Пажеский Его Величества корпус 1802-1925.,редкие книги
f6ead8ca-3757-4999-b4dc-bfe3132cc7d5,Новина,"предметы прикладного искусства, быта и этнографии"
009d75ed-78ae-4093-9825-b467553711ee,Негатив. Михаил Григорьевич Шевелёв,фотографии и негативы
58a5124c-bc79-4a64-810b-a3de1ea33a5b,Документ. Документ о качестве № 5 ГОСТ...,документы
e27fd499-4432-4273-9c05-27f752bfa93a,Графин,"предметы прикладного искусства, быта и этнографии"
80469a06-8f3e-4897-96fa-16057e1ed41e,Миска арабская.,"предметы прикладного искусства, быта и этнографии"
aba8e744-1d99-4669-85d3-fba57ac0b83a,Праздничная демонстрация трудящихся на пл. Революции.,фотографии и негативы
4e3f6bd2-10a6-4b19-9ef4-2e4ade27f953,Негатив. Владивосток. Здание хлебозавода,фотографии и негативы
1c728d85-7cc4-4bf9-8557-4eaf6bba01cd,Кожаный предмет. Народ неизвестен,"предметы прикладного искусства, быта и этнографии"
b12c271c-f9af-4562-9257-da8a8b1ce588,"Значок. ""Очаков"", 1905""",предметы нумизматики
780a2486-a0b6-4468-8ec2-d15688abdde4,"Кресло красного дерева, с боковой рамой, поперечная планка спинки снизу украшена резьбой, изогнутые локотники завершены пальметками, в местах соединения с царгой - пальметки и розетки, ножки салазками","предметы прикладного искусства, быта и этнографии"
5cda36b4-fe1a-409a-915a-5f07848d2f96,Шлея - часть упряжи на собаку. Чукчи,"предметы прикладного искусства, быта и этнографии"
910b2d3c-963a-44de-a52d-22db7212d4e1,"Негатив. Сооружение композиции ""Штурмовые ночи Спасска""",фотографии и негативы
5d4ede57-7196-4033-a7d7-27989fe38355,Обувь для собаки. Чукчи,"предметы прикладного искусства, быта и этнографии"
edb727b4-7d68-4ac3-897c-fec10adb4b01,Рукопись машинописная. Однажды летом. Рассказ,документы
57591e20-8575-4338-8aaf-c7eae746e630,Монета. Копейка,предметы нумизматики
c4a93407-c9ec-4421-b0eb-0e3c5c21cfe1,"Фотография. Во время торжественного заседания, посвященного 100-летию со дня рождения В.В. Докучаева. В Доме ученых третий слева академик Л.И. Прасолов. 1946г. Фотокопия.",фотографии и негативы
64bab2d7-efb8-4fbc-ad2c-9ee842e3f4a1,"Негатив. Дальзаводской пионерский лагерь ""Смена"" в районе станции ""Санаторная""",фотографии и негативы
cca3ed0d-cd53-4f39-bc04-f30b8243532f,Патрон,оружие
05824fcc-89e9-48f3-b310-cddac5fa29dd,Клык  гравированный. Чукчи,"предметы прикладного искусства, быта и этнографии"
8ffda8ff-0cff-489d-a566-7585e06c766b,"Негатив. Владивосток. Дом, в котором жила семья Александра Васильевича Суханова, действительного статского советника, отца участника гражданской войны Константина Суханова",фотографии и негативы
8374d369-3e98-453f-af9a-41e6024c9220,Негатив. Дом старообрядца Денисова Филата Семеновича,фотографии и негативы
10b98a2c-79ce-47ae-b91a-1569b2487726,Клык гравированный. Чукчи,"предметы прикладного искусства, быта и этнографии"
edc9d893-e36c-4333-8d23-a2183a003745,керамика. Оськино. Раскопки Могильникова,прочие
e76b48a8-0857-458e-9278-387f49ec4936,Монета. 5 сентаво. Республика Мексика.,предметы нумизматики
03d93ce9-37c9-4bdd-88fb-b7d6e49fa216,Негатив. Артём. Шахта № 6. В штольне,фотографии и негативы
92511fb3-72a4-436f-b84c-a6429f762d54,"Удостоверение Жумабаева Кайрата к медали ""За освоение целинных земель""",документы
77fafe2e-c04a-4e3c-8e86-7f606a4ecc8a,Билет делегатский № 3 С.А. Окулова - делегата 6 Окружной конференции ВКП (б) от Пермской райпарторганизации.,документы
f984172b-8d63-4a5e-ac4a-9dbceae6079b,Фотография. Межобластные курсы повышения квалификации партийных и советских работников. Январь 1983 г. Горький. из серии «Слёт -  1983 г.»,фотографии и негативы
31d3c244-f3db-43b4-b3bc-7f4aea082cd4,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
bc48aed2-22ce-4113-a6ae-858aa461a8db,"Фотоколлаж. Уборка свёклы на плантации колхоза «Передовик» Ямпольского района, Винницкой области. В одном из цехов Гоноровского сахарного завода, Винницкая область",фотографии и негативы
e1147cec-1baa-4498-ad40-c919990c6e99,"Газета ""Амурские вести"", № 88, от 11 ноября 1994 года (гл. ред. - В.В. Хахин).",документы
afe0b61e-ab31-4f64-b958-486b1ea62304,"Диплом первой степени Совета физкультуры и спорта школы № 10 команды лыжников 10 ""Ю"" класса, за первое место в эстафетных гонках в честь открытия зимнего сезона.",документы
27f75540-77cb-409f-a5d5-c0ed4cb5cd59,Фотография черно-белая. Виды Сабантуя,фотографии и негативы
dac8d32b-f7a5-4fa0-8c7a-c9d67c82c03d,Рапорт об итогах соц.соревнования в честь 50-летия Великого Октября.,документы
1bec9331-5ee2-490e-8e8c-1cdec9322803,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
0d09e62d-1c13-484a-9944-9738d2345620,Платок,"предметы прикладного искусства, быта и этнографии"
ebdcfffa-3798-42ff-820d-5ad07004f6d0,Удостоверение № 3988 члена Пермского Окружного Исполкома Совета Р.К.К.Д. 11-го созыва Окулова С.Я.,документы
50967166-319c-487b-ba93-584c41225ace,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
761b846f-5739-4bd2-813a-7f6d7302c1a9,"Газета ""Амурские вести"", № 69, от 7 сентября 1994 года (зам. ред. - А. Маликов).",документы
96b26b9c-70df-4390-b7bf-b963a750f74e,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
a58b603f-254e-486d-bf13-aeaa886bb34f,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
02ba3447-e85b-4e70-a67d-72e1c74be00c,"Негатив ч/б ""«Комигазпром». Пионерная база""",фотографии и негативы
a617d58a-c1bc-4380-8bb2-a7875563a397,Монета 10 копеек,предметы нумизматики
c6352677-cc3f-4104-b258-13d7e797fe9d,"Выписка из протокола № 17 комиссии по рассмотрению ходатайств о назначении персональных пенсий "" Об увеличении размера персональной пенсии... С.А Окулову"".",документы
f7970919-0760-41a1-bfd4-23a1fa8689df,Фотография,фотографии и негативы
317d4d59-5f8d-40f2-b378-637f243c885e,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
79b71a00-a0de-4a58-a529-28174ffec4ec,Микроскоп МА № 47148,предметы техники
1b4cb73f-8f23-4cfc-b4db-ffe4eed2c303,"Футляр. Футляр для закладок ""В семье единой""",графика
3589043f-55ed-4330-a1f7-457da7f074ac,Фотография. Дудоев И.Д. механизатор колхоза им.Ленинского комсомола.,фотографии и негативы
4d466596-c186-4789-92b3-7dceba88954f,"Амфоры фасосской ""коричневоглиняной"" - ножки фрагмент.",предметы археологии
3ccc5ec5-5618-4ad3-a9d6-28c7b093dbcf,Фото,фотографии и негативы
7cfe8feb-49ee-48e5-9857-2ea3bc4c4e65,Книга. Русскiя древности въ памятникахъ искусства. Выпускъ третiй.,редкие книги
560566f9-1df1-4268-a908-c224164f8282,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
6378c1b0-df3a-4850-abdd-f71b7707ea25,"Фигурка ""Австрийский пехотинец (венгерский)"" из набора ""Пехота наполеоновской армии""",прочие
e72ec355-9f1b-4bea-a5a2-d04974014d01,"Фигурка ""Французский линейный пехотинец"" из набора ""Пехота наполеоновской армии""",прочие
642ff8e5-ee47-444d-8c30-5eef11f51945,Зеленовато-серый песчаник,предметы минералогической коллекции
64196d24-9bd3-477c-8a91-0e6ee6dd565b,Калиевый сиенит,предметы минералогической коллекции
a28505f6-2a49-47b9-b324-10d57bab2a7d,"Аппарат телефонный проводной связи с дисковым номеронабирателем, тип ТА-32",предметы техники
b3baba06-19d9-459c-a3f4-db5bd678074b,Фотография,фотографии и негативы
671b0a33-4a70-4328-bdd5-39f189a05213,Книга. Исторïя Россïйская съ самыхъ древнѣйшихъ временъ неусыпными трудами черезъ тритцать лѣтъ собранная и описанная Покойнымъ Тайнымъ Совѣтникомъ и Астраханскимъ Губернаторомъ Васильемъ Никитичемъ Татищевымъ. Книга Четвертыя.,редкие книги
f1473705-8c76-4587-b9ec-2b882128d04c,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
92cc9408-f470-4921-b876-899082f297b3,Раковина моллюска. Катушка,предметы естественнонаучной коллекции
2fd8af19-8aa4-4a52-8e6f-9a6a41e04e79,ПЗС. Подвеска шумящая коньковая,предметы археологии
bd91ee80-76b6-41a6-abf2-8d64e5c6652d,Винтовка Мосина,оружие
9fb49a25-1efb-4d34-8e25-3eb3d96a3ae3,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
c268100f-3a2a-4a95-95f7-64bfe4e6323c,Негатив.,фотографии и негативы
f50755b3-53b9-4012-ab25-30c50039be50,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
cd0eadc1-7fe4-4655-a828-5dcb1ecc3631,Гранит,предметы минералогической коллекции
6316dfbd-f8b5-40dc-a946-4f206ece9ed2,"Марка почтовая, гашеная.",графика
2a6ff8e2-5c62-4823-a7fd-1cffc1970509,"Фото черно-белое. На съемках фильма-оперы ""Алеко"". Алеко-Е.Нестеренко. У камеры режиссер В.Окунев.",фотографии и негативы
7ef24a04-0a6d-47a3-919f-f6dc31772503,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
2d4fada4-c123-4e67-a4fe-afb4e1d595a9,Фрагмент кости,предметы археологии
00ea2865-afcc-44be-870e-9195f8f6cd6b,"Монета - джучида медная Хайр Пулад, Сарай ал. Джедид, Золотая Орда",предметы нумизматики
a554c8c3-4e77-4880-9a2d-92ee3b6dac91,"Фигурка ""Австрийский гренадер (немецкий)"" из набора ""Пехота наполеоновской армии""",прочие
dd0912ff-7ad6-4b4c-8b45-6d515ffdc01f,Письмо обращение к Гибе Анатолию Антоновичу от кандидата в президенты В. Ющенко,документы
b940c4c9-b194-450f-a3d3-a8770f5367b3,Удостоверение. № 228 члена Пермского Городского Совета Р.К.К.Д. 8-го созыва С.А. Окулова.,документы
1f1a8d55-1f73-443b-ad31-1038ed8df762,Гвоздь кованный.,"предметы прикладного искусства, быта и этнографии"
bdc7a816-a651-4e06-b9e2-e6a21905b7b0,Бонистика,предметы нумизматики
e2a95f8c-a814-40a5-8161-f523ef4cf8fb,Гербарий. Копытень.,предметы естественнонаучной коллекции
1b0c8b68-b38b-43c6-ad49-e310baba34ba,Рапорт о выполнении соц.обязательств по достойной встрече 60-летия Великой Октябрьской революции.,документы
